400 48000
52 108 55
23 341 72
341 23 72
101 92 39
92 101 39
362 346 54
346 362 54
326 319 16
319 326 16
169 389 84
389 169 84
310 49 55
49 310 55
101 90 47
90 101 47
42 183 3
183 42 3
112 388 7
388 112 7
11 96 11
96 11 11
219 71 52
71 219 52
391 124 96
124 391 96
130 87 43
87 130 43
136 365 62
365 136 62
352 134 3
134 352 3
289 396 4
396 289 4
296 97 94
97 296 94
296 92 29
92 296 29
399 156 17
156 399 17
158 167 65
167 158 65
322 386 37
386 322 37
74 377 61
377 74 61
271 108 0
108 271 0
366 196 66
196 366 66
380 149 0
149 380 0
335 38 97
38 335 97
340 334 46
334 340 46
386 230 90
230 386 90
216 182 46
182 216 46
385 292 14
292 385 14
251 214 52
214 251 52
140 241 30
241 140 30
153 64 90
64 153 90
254 30 86
30 254 86
272 362 87
362 272 87
72 297 25
297 72 25
221 189 60
189 221 60
20 176 42
176 20 42
310 392 24
392 310 24
309 329 69
329 309 69
75 180 83
180 75 83
227 320 24
320 227 24
309 74 88
74 309 88
99 280 70
280 99 70
38 152 32
152 38 32
125 176 82
176 125 82
251 398 71
398 251 71
263 370 47
370 263 47
57 232 91
232 57 91
34 141 21
141 34 21
303 216 53
216 303 53
338 396 26
396 338 26
263 305 52
305 263 52
203 357 32
357 203 32
126 395 36
395 126 36
58 120 12
120 58 12
192 323 62
323 192 62
164 138 32
138 164 32
263 148 65
148 263 65
307 182 58
182 307 58
328 37 27
37 328 27
33 375 23
375 33 23
59 190 28
190 59 28
111 346 85
346 111 85
395 72 32
72 395 32
31 82 5
82 31 5
196 275 28
275 196 28
358 39 19
39 358 19
43 254 67
254 43 67
360 161 1
161 360 1
370 41 38
41 370 38
197 75 13
75 197 13
20 86 56
86 20 56
101 198 2
198 101 2
138 145 74
145 138 74
123 129 56
129 123 56
228 325 31
325 228 31
208 235 22
235 208 22
279 230 77
230 279 77
146 190 90
190 146 90
147 113 32
113 147 32
137 310 7
310 137 7
151 283 93
283 151 93
307 336 43
336 307 43
9 26 89
26 9 89
135 149 18
149 135 18
391 377 95
377 391 95
123 138 30
138 123 30
197 17 13
17 197 13
174 116 55
116 174 55
265 215 68
215 265 68
349 353 79
353 349 79
156 56 14
56 156 14
1 315 50
315 1 50
397 276 76
276 397 76
138 11 26
11 138 26
8 2 55
2 8 55
203 77 93
77 203 93
185 275 11
275 185 11
398 1 27
1 398 27
306 218 42
218 306 42
374 167 47
167 374 47
353 323 3
323 353 3
167 277 18
277 167 18
269 226 94
226 269 94
46 364 5
364 46 5
324 372 60
372 324 60
179 127 37
127 179 37
125 264 64
264 125 64
136 215 66
215 136 66
215 121 84
121 215 84
109 95 52
95 109 52
357 1 27
1 357 27
260 120 56
120 260 56
31 390 82
390 31 82
125 388 46
388 125 46
183 312 70
312 183 70
243 91 49
91 243 49
332 216 66
216 332 66
297 304 81
304 297 81
263 71 54
71 263 54
399 181 1
181 399 1
351 90 2
90 351 2
131 302 75
302 131 75
187 333 65
333 187 65
70 11 5
11 70 5
268 146 17
146 268 17
391 389 60
389 391 60
192 273 29
273 192 29
258 170 33
170 258 33
91 385 57
385 91 57
397 337 90
337 397 90
399 288 80
288 399 80
353 371 34
371 353 34
28 159 20
159 28 20
45 181 83
181 45 83
50 1 29
1 50 29
319 392 70
392 319 70
280 137 43
137 280 43
9 347 66
347 9 66
394 39 3
39 394 3
3 388 40
388 3 40
193 387 81
387 193 81
25 341 52
341 25 52
112 321 63
321 112 63
132 367 44
367 132 44
115 369 46
369 115 46
244 289 90
289 244 90
314 121 27
121 314 27
209 130 75
130 209 75
275 76 66
76 275 66
231 80 54
80 231 54
171 225 42
225 171 42
304 203 35
203 304 35
57 315 56
315 57 56
272 47 75
47 272 75
317 114 45
114 317 45
363 358 86
358 363 86
353 224 7
224 353 7
81 33 89
33 81 89
108 261 17
261 108 17
174 92 49
92 174 49
228 215 75
215 228 75
222 72 30
72 222 30
145 366 53
366 145 53
192 141 70
141 192 70
258 238 85
238 258 85
139 392 83
392 139 83
172 377 72
377 172 72
232 238 42
238 232 42
6 282 91
282 6 91
186 50 18
50 186 18
9 122 48
122 9 48
118 155 45
155 118 45
84 108 89
108 84 89
178 379 47
379 178 47
16 164 15
164 16 15
193 255 7
255 193 7
76 379 85
379 76 85
101 211 75
211 101 75
210 386 56
386 210 56
212 57 17
57 212 17
286 357 35
357 286 35
41 3 72
3 41 72
149 192 50
192 149 50
80 240 18
240 80 18
197 55 11
55 197 11
4 215 40
215 4 40
384 0 93
0 384 93
147 327 88
327 147 88
317 137 74
137 317 74
273 301 83
301 273 83
190 187 41
187 190 41
177 228 96
228 177 96
201 330 88
330 201 88
3 10 80
10 3 80
222 159 36
159 222 36
185 164 3
164 185 3
177 100 55
100 177 55
270 247 82
247 270 82
258 164 72
164 258 72
185 37 73
37 185 73
168 179 61
179 168 61
61 309 89
309 61 89
357 110 19
110 357 19
46 66 82
66 46 82
278 288 41
288 278 41
166 25 57
25 166 57
269 203 57
203 269 57
324 25 5
25 324 5
307 284 69
284 307 69
331 69 59
69 331 59
304 189 90
189 304 90
65 251 51
251 65 51
7 208 62
208 7 62
278 206 28
206 278 28
160 85 68
85 160 68
154 251 45
251 154 45
311 121 0
121 311 0
169 45 26
45 169 26
226 304 62
304 226 62
95 235 31
235 95 31
306 140 20
140 306 20
249 157 23
157 249 23
100 116 32
116 100 32
14 395 90
395 14 90
42 107 75
107 42 75
262 213 79
213 262 79
60 77 0
77 60 0
60 246 97
246 60 97
38 24 54
24 38 54
300 71 89
71 300 89
231 378 81
378 231 81
304 179 91
179 304 91
227 279 7
279 227 7
311 294 54
294 311 54
202 288 14
288 202 14
129 103 79
103 129 79
308 163 56
163 308 56
160 175 54
175 160 54
10 214 78
214 10 78
164 114 50
114 164 50
153 298 80
298 153 80
187 154 59
154 187 59
378 333 38
333 378 38
237 245 84
245 237 84
44 399 73
399 44 73
358 128 28
128 358 28
37 389 91
389 37 91
146 149 18
149 146 18
100 159 32
159 100 32
79 323 99
323 79 99
129 29 97
29 129 97
109 216 3
216 109 3
220 146 36
146 220 36
258 383 33
383 258 33
95 27 32
27 95 32
220 337 13
337 220 13
48 327 2
327 48 2
391 73 3
73 391 3
109 125 63
125 109 63
42 204 38
204 42 38
393 285 19
285 393 19
242 346 87
346 242 87
245 166 33
166 245 33
181 377 69
377 181 69
315 72 48
72 315 48
399 292 38
292 399 38
212 340 65
340 212 65
14 331 90
331 14 90
270 392 15
392 270 15
333 386 72
386 333 72
223 379 57
379 223 57
95 221 4
221 95 4
182 18 22
18 182 22
368 152 99
152 368 99
89 19 71
19 89 71
189 18 15
18 189 15
227 183 55
183 227 55
144 149 38
149 144 38
134 19 83
19 134 83
202 304 69
304 202 69
74 128 49
128 74 49
183 223 22
223 183 22
239 357 93
357 239 93
62 325 45
325 62 45
213 366 64
366 213 64
37 156 34
156 37 34
152 383 17
383 152 17
160 80 67
80 160 67
50 166 86
166 50 86
333 368 91
368 333 91
203 394 71
394 203 71
4 178 46
178 4 46
378 17 55
17 378 55
371 79 33
79 371 33
68 293 99
293 68 99
184 282 55
282 184 55
319 34 91
34 319 91
188 194 71
194 188 71
207 197 89
197 207 89
294 130 58
130 294 58
237 285 4
285 237 4
260 289 82
289 260 82
58 220 0
220 58 0
213 191 31
191 213 31
246 212 76
212 246 76
246 396 58
396 246 58
353 267 45
267 353 45
44 56 91
56 44 91
167 263 88
263 167 88
9 109 19
109 9 19
219 298 56
298 219 56
23 158 98
158 23 98
6 216 18
216 6 18
358 382 61
382 358 61
341 228 73
228 341 73
218 26 70
26 218 70
328 380 37
380 328 37
73 376 45
376 73 45
365 96 9
96 365 9
53 105 70
105 53 70
224 324 69
324 224 69
233 347 27
347 233 27
131 305 96
305 131 96
249 263 78
263 249 78
110 157 58
157 110 58
136 375 85
375 136 85
158 303 65
303 158 65
47 329 41
329 47 41
393 294 37
294 393 37
154 299 94
299 154 94
24 76 18
76 24 18
145 309 18
309 145 18
25 392 23
392 25 23
121 241 39
241 121 39
151 303 96
303 151 96
9 391 23
391 9 23
294 149 78
149 294 78
111 197 59
197 111 59
353 190 53
190 353 53
242 296 5
296 242 5
189 272 33
272 189 33
107 18 94
18 107 94
277 43 86
43 277 86
353 116 79
116 353 79
292 267 82
267 292 82
340 228 74
228 340 74
315 123 75
123 315 75
145 234 72
234 145 72
305 139 14
139 305 14
310 334 10
334 310 10
215 123 35
123 215 35
100 182 53
182 100 53
294 60 96
60 294 96
32 13 12
13 32 12
11 257 31
257 11 31
259 120 16
120 259 16
334 95 61
95 334 61
121 220 66
220 121 66
212 86 77
86 212 77
146 249 44
249 146 44
221 284 45
284 221 45
356 337 91
337 356 91
16 385 24
385 16 24
381 149 87
149 381 87
190 180 81
180 190 81
291 391 53
391 291 53
307 326 1
326 307 1
68 47 73
47 68 73
87 211 59
211 87 59
64 310 8
310 64 8
160 131 44
131 160 44
357 87 33
87 357 33
49 55 18
55 49 18
67 212 78
212 67 78
199 146 69
146 199 69
191 151 28
151 191 28
69 204 97
204 69 97
68 77 84
77 68 84
279 389 0
389 279 0
189 149 60
149 189 60
273 194 18
194 273 18
312 127 19
127 312 19
320 46 96
46 320 96
308 65 60
65 308 60
39 217 6
217 39 6
60 8 10
8 60 10
389 29 14
29 389 14
338 97 92
97 338 92
374 328 81
328 374 81
74 118 30
118 74 30
286 343 76
343 286 76
56 255 4
255 56 4
227 127 2
127 227 2
75 36 19
36 75 19
136 27 36
27 136 36
294 87 44
87 294 44
204 76 73
76 204 73
319 366 22
366 319 22
63 340 51
340 63 51
196 366 21
366 196 21
78 205 64
205 78 64
155 261 71
261 155 71
311 41 99
41 311 99
113 116 87
116 113 87
332 204 14
204 332 14
321 99 1
99 321 1
365 255 30
255 365 30
391 126 96
126 391 96
65 189 37
189 65 37
116 337 3
337 116 3
189 16 8
16 189 8
205 123 22
123 205 22
77 386 15
386 77 15
28 51 83
51 28 83
15 383 88
383 15 88
29 256 39
256 29 39
82 222 94
222 82 94
212 165 21
165 212 21
309 182 62
182 309 62
346 251 0
251 346 0
301 40 68
40 301 68
62 246 43
246 62 43
36 275 29
275 36 29
3 303 80
303 3 80
86 318 15
318 86 15
326 299 72
299 326 72
265 381 46
381 265 46
60 194 63
194 60 63
381 55 45
55 381 45
43 353 96
353 43 96
395 254 89
254 395 89
363 268 35
268 363 35
358 256 10
256 358 10
387 259 65
259 387 65
67 346 83
346 67 83
83 272 34
272 83 34
307 138 15
138 307 15
353 150 9
150 353 9
116 83 64
83 116 64
61 78 69
78 61 69
210 74 24
74 210 24
399 389 44
389 399 44
34 348 1
348 34 1
296 335 60
335 296 60
61 355 58
355 61 58
96 390 31
390 96 31
30 297 21
297 30 21
297 250 23
250 297 23
359 318 6
318 359 6
75 331 84
331 75 84
145 141 10
141 145 10
69 140 0
140 69 0
165 126 0
126 165 0
166 374 35
374 166 35
27 387 42
387 27 42
137 83 32
83 137 32
168 65 29
65 168 29
241 363 31
363 241 31
64 322 49
322 64 49
370 349 81
349 370 81
307 94 22
94 307 22
317 115 15
115 317 15
317 281 93
281 317 93
217 47 68
47 217 68
5 26 55
26 5 55
147 164 91
164 147 91
232 284 56
284 232 56
261 78 71
78 261 71
45 142 45
142 45 45
194 65 95
65 194 95
227 372 89
372 227 89
2 289 5
289 2 5
317 159 86
159 317 86
310 328 85
328 310 85
230 285 64
285 230 64
186 385 80
385 186 80
177 217 64
217 177 64
185 30 42
30 185 42
109 75 37
75 109 37
354 222 2
222 354 2
101 49 26
49 101 26
391 51 67
51 391 67
348 320 26
320 348 26
186 183 7
183 186 7
71 13 92
13 71 92
287 151 29
151 287 29
267 280 46
280 267 46
132 66 77
66 132 77
26 127 4
127 26 4
63 81 26
81 63 26
117 135 28
135 117 28
143 78 31
78 143 31
11 26 4
26 11 4
389 212 87
212 389 87
296 235 52
235 296 52
41 75 4
75 41 4
170 342 84
342 170 84
117 74 2
74 117 2
46 53 29
53 46 29
50 116 63
116 50 63
229 186 98
186 229 98
57 329 76
329 57 76
288 340 54
340 288 54
392 330 18
330 392 18
231 178 5
178 231 5
84 219 80
219 84 80
40 342 23
342 40 23
276 59 49
59 276 49
131 57 2
57 131 2
160 59 71
59 160 71
175 288 57
288 175 57
373 345 38
345 373 38
201 186 31
186 201 31
55 130 13
130 55 13
73 362 91
362 73 91
279 398 63
398 279 63
159 390 5
390 159 5
382 266 16
266 382 16
184 397 73
397 184 73
86 110 84
110 86 84
9 285 73
285 9 73
118 211 70
211 118 70
157 12 8
12 157 8
88 68 39
68 88 39
301 93 53
93 301 53
244 324 51
324 244 51
359 84 93
84 359 93
64 18 59
18 64 59
132 202 9
202 132 9
257 241 19
241 257 19
42 202 56
202 42 56
115 321 67
321 115 67
37 30 32
30 37 32
146 118 52
118 146 52
385 371 45
371 385 45
90 167 70
167 90 70
241 127 6
127 241 6
286 143 76
143 286 76
245 276 79
276 245 79
106 85 72
85 106 72
77 127 74
127 77 74
286 194 47
194 286 47
353 232 77
232 353 77
337 330 47
330 337 47
389 315 70
315 389 70
87 5 38
5 87 38
109 198 17
198 109 17
215 84 12
84 215 12
291 281 40
281 291 40
122 340 26
340 122 26
146 17 5
17 146 5
21 255 0
255 21 0
168 209 84
209 168 84
298 98 14
98 298 14
145 88 81
88 145 81
316 127 38
127 316 38
206 236 88
236 206 88
175 3 24
3 175 24
287 246 57
246 287 57
228 369 97
369 228 97
254 67 67
67 254 67
311 88 22
88 311 22
211 209 83
209 211 83
247 107 82
107 247 82
213 204 22
204 213 22
94 120 1
120 94 1
284 278 37
278 284 37
272 53 92
53 272 92
296 341 38
341 296 38
154 121 59
121 154 59
351 327 27
327 351 27
70 238 67
238 70 67
93 2 28
2 93 28
228 249 35
249 228 35
110 15 92
15 110 92
384 109 64
109 384 64
385 346 43
346 385 43
174 218 48
218 174 48
366 115 41
115 366 41
357 221 62
221 357 62
268 124 41
124 268 41
295 195 80
195 295 80
315 240 82
240 315 82
143 68 83
68 143 83
31 131 98
131 31 98
123 67 60
67 123 60
239 53 6
53 239 6
282 227 24
227 282 24
331 146 91
146 331 91
224 103 64
103 224 64
287 323 89
323 287 89
228 171 36
171 228 36
360 86 76
86 360 76
142 181 96
181 142 96
78 164 79
164 78 79
76 239 47
239 76 47
136 79 52
79 136 52
94 361 31
361 94 31
319 244 77
244 319 77
162 69 32
69 162 32
227 308 56
308 227 56
368 88 27
88 368 27
304 49 65
49 304 65
32 143 46
143 32 46
180 173 11
173 180 11
250 359 38
359 250 38
329 311 33
311 329 33
243 394 4
394 243 4
39 224 18
224 39 18
60 156 97
156 60 97
368 364 65
364 368 65
9 343 69
343 9 69
58 360 1
360 58 1
153 159 34
159 153 34
327 122 46
122 327 46
129 324 5
324 129 5
19 254 68
254 19 68
4 49 62
49 4 62
286 279 1
279 286 1
395 76 69
76 395 69
311 242 30
242 311 30
207 263 40
263 207 40
167 317 94
317 167 94
278 151 73
151 278 73
0 397 2
397 0 2
325 202 73
202 325 73
131 222 78
222 131 78
180 236 38
236 180 38
220 123 17
123 220 17
321 70 46
70 321 46
343 333 40
333 343 40
325 140 3
140 325 3
366 260 20
260 366 20
112 138 23
138 112 23
185 139 20
139 185 20
339 16 74
16 339 74
112 147 96
147 112 96
290 327 85
327 290 85
281 99 60
99 281 60
150 373 30
373 150 30
96 268 15
268 96 15
236 193 56
193 236 56
192 111 68
111 192 68
64 223 58
223 64 58
88 8 49
8 88 49
108 299 65
299 108 65
235 364 12
364 235 12
183 254 91
254 183 91
368 87 43
87 368 43
228 238 16
238 228 16
110 334 36
334 110 36
326 123 81
123 326 81
234 315 93
315 234 93
2 379 16
379 2 16
260 67 77
67 260 77
176 127 63
127 176 63
140 240 98
240 140 98
347 231 67
231 347 67
34 274 95
274 34 95
224 242 58
242 224 58
159 30 84
30 159 84
234 12 18
12 234 18
149 57 72
57 149 72
80 373 84
373 80 84
100 202 46
202 100 46
180 331 74
331 180 74
95 23 66
23 95 66
193 322 97
322 193 97
260 357 24
357 260 24
108 181 18
181 108 18
66 292 49
292 66 49
302 126 13
126 302 13
372 227 70
227 372 70
44 260 95
260 44 95
328 360 50
360 328 50
327 140 81
140 327 81
53 187 4
187 53 4
19 380 27
380 19 27
136 144 53
144 136 53
269 363 71
363 269 71
114 164 73
164 114 73
192 329 45
329 192 45
20 151 41
151 20 41
280 298 21
298 280 21
192 248 48
248 192 48
284 129 1
129 284 1
71 386 72
386 71 72
3 165 41
165 3 41
196 253 85
253 196 85
49 74 0
74 49 0
272 188 64
188 272 64
45 381 93
381 45 93
142 353 96
353 142 96
283 185 95
185 283 95
257 377 43
377 257 43
205 261 25
261 205 25
159 284 63
284 159 63
131 287 28
287 131 28
224 36 33
36 224 33
110 37 7
37 110 7
310 310 0
310 310 0
396 227 7
227 396 7
329 72 2
72 329 2
234 69 37
69 234 37
19 364 94
364 19 94
348 107 52
107 348 52
161 332 11
332 161 11
45 95 94
95 45 94
284 375 19
375 284 19
320 108 29
108 320 29
358 268 91
268 358 91
220 264 18
264 220 18
127 145 91
145 127 91
129 379 12
379 129 12
367 350 76
350 367 76
61 298 83
298 61 83
265 59 68
59 265 68
276 104 15
104 276 15
323 340 43
340 323 43
242 261 3
261 242 3
223 219 71
219 223 71
66 39 87
39 66 87
185 118 32
118 185 32
328 248 63
248 328 63
140 167 13
167 140 13
268 180 63
180 268 63
103 46 22
46 103 22
271 274 78
274 271 78
39 197 19
197 39 19
182 39 32
39 182 32
337 214 51
214 337 51
9 281 42
281 9 42
296 18 12
18 296 12
281 298 12
298 281 12
244 390 79
390 244 79
110 258 12
258 110 12
225 313 10
313 225 10
48 185 84
185 48 84
278 176 82
176 278 82
49 310 73
310 49 73
81 247 40
247 81 40
284 256 73
256 284 73
78 153 91
153 78 91
391 386 41
386 391 41
103 182 31
182 103 31
335 244 41
244 335 41
347 70 54
70 347 54
357 70 91
70 357 91
193 348 19
348 193 19
275 398 29
398 275 29
301 79 77
79 301 77
93 316 85
316 93 85
166 394 90
394 166 90
257 385 76
385 257 76
150 89 59
89 150 59
33 376 3
376 33 3
126 323 73
323 126 73
132 232 43
232 132 43
44 243 53
243 44 53
394 25 6
25 394 6
25 54 99
54 25 99
341 339 65
339 341 65
336 330 74
330 336 74
321 258 24
258 321 24
362 369 9
369 362 9
338 373 35
373 338 35
213 398 67
398 213 67
45 94 43
94 45 43
23 90 87
90 23 87
228 84 64
84 228 64
334 109 18
109 334 18
85 51 57
51 85 57
2 387 39
387 2 39
176 260 98
260 176 98
52 223 19
223 52 19
361 161 92
161 361 92
348 375 43
375 348 43
115 372 89
372 115 89
159 347 79
347 159 79
398 175 15
175 398 15
262 61 24
61 262 24
132 146 27
146 132 27
389 148 66
148 389 66
81 276 27
276 81 27
31 280 50
280 31 50
350 193 63
193 350 63
195 141 90
141 195 90
390 209 15
209 390 15
279 368 62
368 279 62
210 318 90
318 210 90
225 180 51
180 225 51
301 312 98
312 301 98
381 253 98
253 381 98
47 286 27
286 47 27
374 317 7
317 374 7
76 220 1
220 76 1
292 15 94
15 292 94
82 5 3
5 82 3
149 236 23
236 149 23
212 398 41
398 212 41
2 175 73
175 2 73
205 28 37
28 205 37
203 9 91
9 203 91
254 57 77
57 254 77
181 383 47
383 181 47
340 60 67
60 340 67
293 352 34
352 293 34
340 386 91
386 340 91
243 136 27
136 243 27
67 300 25
300 67 25
160 254 52
254 160 52
34 59 80
59 34 80
171 215 90
215 171 90
114 21 99
21 114 99
344 154 82
154 344 82
91 94 42
94 91 42
10 340 46
340 10 46
344 280 85
280 344 85
235 75 73
75 235 73
314 142 73
142 314 73
391 255 27
255 391 27
243 289 38
289 243 38
123 60 53
60 123 53
365 127 26
127 365 26
264 71 80
71 264 80
147 162 75
162 147 75
41 172 67
172 41 67
240 68 47
68 240 47
25 303 22
303 25 22
298 169 17
169 298 17
23 160 72
160 23 72
2 355 13
355 2 13
40 78 25
78 40 25
252 72 60
72 252 60
323 53 7
53 323 7
37 80 1
80 37 1
161 47 41
47 161 41
229 246 66
246 229 66
84 120 16
120 84 16
253 89 39
89 253 39
365 313 41
313 365 41
320 26 81
26 320 81
351 104 79
104 351 79
347 356 52
356 347 52
207 232 57
232 207 57
167 269 89
269 167 89
168 31 36
31 168 36
9 260 34
260 9 34
227 297 54
297 227 54
343 150 44
150 343 44
82 68 57
68 82 57
223 388 36
388 223 36
356 291 40
291 356 40
336 238 96
238 336 96
340 398 28
398 340 28
397 165 50
165 397 50
38 333 81
333 38 81
126 294 93
294 126 93
60 121 90
121 60 90
66 64 93
64 66 93
210 98 61
98 210 61
220 321 1
321 220 1
208 229 93
229 208 93
348 165 31
165 348 31
396 57 29
57 396 29
277 6 46
6 277 46
27 44 31
44 27 31
160 170 25
170 160 25
153 230 98
230 153 98
44 249 14
249 44 14
389 11 12
11 389 12
50 231 85
231 50 85
3 39 15
39 3 15
296 339 32
339 296 32
380 336 42
336 380 42
61 213 48
213 61 48
308 192 93
192 308 93
391 352 15
352 391 15
17 105 98
105 17 98
67 101 47
101 67 47
134 90 58
90 134 58
346 92 42
92 346 42
384 96 33
96 384 33
251 344 73
344 251 73
235 324 9
324 235 9
277 386 74
386 277 74
326 246 66
246 326 66
371 189 18
189 371 18
186 158 23
158 186 23
136 226 77
226 136 77
383 360 67
360 383 67
194 258 12
258 194 12
236 242 8
242 236 8
269 45 52
45 269 52
242 281 29
281 242 29
103 158 67
158 103 67
177 36 65
36 177 65
395 7 54
7 395 54
213 146 13
146 213 13
89 282 39
282 89 39
66 218 51
218 66 51
85 12 9
12 85 9
149 200 4
200 149 4
357 69 49
69 357 49
62 264 30
264 62 30
91 319 41
319 91 41
10 49 77
49 10 77
175 44 37
44 175 37
129 210 35
210 129 35
242 299 69
299 242 69
133 317 87
317 133 87
384 354 51
354 384 51
46 104 51
104 46 51
350 13 73
13 350 73
251 75 37
75 251 37
34 118 56
118 34 56
375 128 5
128 375 5
304 303 2
303 304 2
241 385 12
385 241 12
276 227 11
227 276 11
98 313 80
313 98 80
185 297 86
297 185 86
189 295 90
295 189 90
40 245 56
245 40 56
313 97 83
97 313 83
2 131 2
131 2 2
59 58 82
58 59 82
116 362 38
362 116 38
218 204 23
204 218 23
130 32 2
32 130 2
293 82 15
82 293 15
325 268 65
268 325 65
264 57 60
57 264 60
306 49 6
49 306 6
362 315 55
315 362 55
46 317 38
317 46 38
200 376 96
376 200 96
82 45 10
45 82 10
220 215 66
215 220 66
343 298 51
298 343 51
246 143 33
143 246 33
61 21 1
21 61 1
78 285 10
285 78 10
39 191 12
191 39 12
197 154 27
154 197 27
52 200 44
200 52 44
342 0 73
0 342 73
290 34 70
34 290 70
200 255 85
255 200 85
267 150 83
150 267 83
318 396 79
396 318 79
51 10 0
10 51 0
5 88 85
88 5 85
367 79 76
79 367 76
379 276 82
276 379 82
258 328 34
328 258 34
103 222 86
222 103 86
228 112 21
112 228 21
398 313 76
313 398 76
335 180 78
180 335 78
171 98 75
98 171 75
150 101 37
101 150 37
150 106 77
106 150 77
387 26 57
26 387 57
15 5 33
5 15 33
198 216 14
216 198 14
132 319 36
319 132 36
19 99 49
99 19 49
292 49 62
49 292 62
20 384 94
384 20 94
298 155 44
155 298 44
125 257 45
257 125 45
362 7 4
7 362 4
192 346 30
346 192 30
149 362 87
362 149 87
334 160 3
160 334 3
48 244 74
244 48 74
337 215 73
215 337 73
338 107 22
107 338 22
252 127 59
127 252 59
346 26 14
26 346 14
42 151 24
151 42 24
287 66 83
66 287 83
143 258 30
258 143 30
73 359 92
359 73 92
313 293 4
293 313 4
16 294 48
294 16 48
391 231 16
231 391 16
16 169 23
169 16 23
91 373 3
373 91 3
150 319 81
319 150 81
316 313 84
313 316 84
340 200 50
200 340 50
324 296 60
296 324 60
254 321 19
321 254 19
98 234 65
234 98 65
102 251 59
251 102 59
302 194 42
194 302 42
318 210 63
210 318 63
394 253 36
253 394 36
197 3 7
3 197 7
378 320 20
320 378 20
262 212 72
212 262 72
165 136 68
136 165 68
